name,class,shape,policy
model.vision_tower.vision_model.encoder.layers.4.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.5.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.5.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.5.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.5.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.5.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.5.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.6.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.6.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.6.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.6.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.6.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.6.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.7.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.7.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.7.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.7.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.7.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.7.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.8.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.8.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.8.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.8.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.8.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.8.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.9.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.9.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.9.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.9.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.9.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.9.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.10.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.10.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.10.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.10.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.10.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.10.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.11.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.11.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.11.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.11.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.11.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.11.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.12.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.12.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.12.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.12.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.12.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.12.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.13.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.13.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.13.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.13.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.13.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.13.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.14.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.14.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.14.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.14.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.14.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.14.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.15.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.15.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.15.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.15.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.15.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.15.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.16.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.16.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.16.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.16.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.16.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.16.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.17.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.17.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.17.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.17.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.17.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.17.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.18.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.18.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.18.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.18.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.18.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.18.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.19.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.19.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.19.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.19.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.19.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.19.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.20.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.20.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.20.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.20.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.20.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.20.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.21.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.21.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.21.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.21.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.21.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.21.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.22.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.22.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.22.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.22.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.22.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.22.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.23.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.23.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.23.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.23.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.23.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.23.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.24.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.24.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.24.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.24.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.24.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.24.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.25.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.25.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.25.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.25.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.25.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.25.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.26.self_attn.k_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.26.self_attn.v_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.26.self_attn.q_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.26.self_attn.out_proj,Linear,1152x1152,attention_preserve_candidate
model.vision_tower.vision_model.encoder.layers.26.mlp.fc1,Linear,4304x1152,mlp_q4_candidate
model.vision_tower.vision_model.encoder.layers.26.mlp.fc2,Linear,1152x4304,mlp_q4_candidate
model.language_model.layers.0.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.0.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.0.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.0.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.0.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.0.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.0.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.1.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.1.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.1.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.1.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.1.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.1.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.1.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.2.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.2.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.2.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.2.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.2.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.2.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.2.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.3.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.3.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.3.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.3.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.3.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.3.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.3.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.4.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.4.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.4.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.4.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.4.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.4.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.4.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.5.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.5.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.5.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.5.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.5.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.5.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.5.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.6.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.6.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.6.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.6.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.6.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.6.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.6.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.7.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.7.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.7.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.7.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.7.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.7.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.7.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.8.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.8.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.8.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.8.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.8.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.8.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.8.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.9.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.9.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.9.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.9.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.9.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.9.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.9.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.10.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.10.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.10.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.10.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.10.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.10.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.10.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.11.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.11.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.11.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.11.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.11.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.11.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.11.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.12.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.12.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.12.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.12.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.12.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.12.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.12.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.13.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.13.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.13.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.13.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.13.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.13.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.13.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.14.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.14.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.14.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.14.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.14.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.14.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.14.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.15.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.15.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.15.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.15.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.15.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.15.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.15.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.16.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.16.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.16.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.16.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.16.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.16.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.16.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.17.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.17.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.17.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.17.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.17.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.17.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.17.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.18.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.18.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.18.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.18.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.18.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
