name,class,shape,policy
model.language_model.layers.37.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.37.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.37.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.37.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.38.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.38.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.38.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.38.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.38.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.39.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.39.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.39.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.39.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.39.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.40.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.40.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.40.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.40.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.40.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.41.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.41.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.41.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.41.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.41.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.42.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.42.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.42.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.42.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.42.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.43.mlp,Gemma3MLP,,mlp_q4_candidate
